#mpa_vOct22_CHOCOPhlAnSGB_202212
clade_name	SRR9224202	SRR9224228	SRR9224232	SRR9224235	SRR9224237	SRR9224239	SRR9224241	SRR9224243	SRR9224246	SRR9224249	SRR9224251	SRR9224253	SRR9224256	SRR9224260	SRR9224262	SRR9224264	SRR9224267	SRR9224269	SRR9224271	SRR9224273	SRR9224275	SRR9224278	SRR9224280	SRR9224282	SRR9224284	SRR9224286	SRR9224289	SRR9224291	SRR9224293	SRR9224296	SRR9224298	SRR9224300	SRR9224302	SRR9224305	SRR9224307	SRR9224309	SRR9224311	SRR9224314	SRR9224315	SRR9224317	SRR9224319	SRR9224321	SRR9224323	SRR9224325	SRR9224327	SRR9224329	SRR9224331	SRR9224333	SRR9224335	SRR9224337	SRR9224339	SRR9224342	SRR9224344	SRR9224346	SRR9224349	SRR9224350	SRR9224352	SRR9224354	SRR9224356	SRR9224358	SRR9224362	SRR9224364	SRR9224366	SRR9224368	SRR9224370	SRR9224372	SRR9224374	SRR9224376	SRR9224379	SRR9224380	SRR9224382	SRR9224384	SRR9224386	SRR9224389	SRR9224391	SRR9224392	SRR9224395	SRR9224397	SRR9224399	SRR9224401	SRR9224403	SRR9224405	SRR9224408	SRR9224409	SRR9224411	SRR9224413	SRR9224416	SRR9224418	SRR9224421	SRR9224423	SRR9224425	SRR9224427	SRR9224429	SRR9224431	SRR9224434	SRR9224435	SRR9224438	SRR9224440	SRR9224442	SRR9224444	SRR9224446	SRR9224448	SRR9224450	SRR9224452	SRR9224455	SRR9224457	SRR9224459	SRR9224461	SRR9224464	SRR9224466	SRR9224469	SRR9224473	SRR9224475	SRR9224477	SRR9224478	SRR9224479	SRR9224482	SRR9224484	SRR9224486	SRR9224488	SRR9224490	SRR9224493	SRR9224494	SRR9224496	SRR9224498	SRR9224500	SRR9224503	SRR9224505	SRR9224507	SRR9224509	SRR9224511	SRR9224513	SRR9224515	SRR9224517	SRR9224519	SRR9224521	SRR9224524	SRR9224526	SRR9224528	SRR9224530	SRR9224532	SRR9224534	SRR9224537	SRR9224539	SRR9224541	SRR9224543	SRR9224545	SRR9224548	SRR9224550	SRR9224553	SRR9224555	SRR9224557	SRR9224560	SRR9224562	SRR9224563	SRR9224566
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.27956	0.05432	0.48253	0.21593	0.34856	0.0	0.27255	1.30839	0.68058	0.02041	0.04961	0.05233	0.05436	0.25433	0.37546	0.41614	0.44953	0.7327	0.67162	0.22356	0.47505	0.15223	0.05826	0.13677	0.31369	0.24465	0.59772	0.03431	0.02506	0.01352	0.05146	0.06754	0.07886	0.0	0.04106	0.01842	0.0851	0.0939	0.72823	0.10912	1.2774	0.32292	0.22331	0.10277	0.07394	0.21945	2.22893	1.20642	2.3222	0.95031	0.94902	1.36037	1.15879	1.96726	2.02352	2.91637	0.67702	0.68673	0.00455	0.00876	1.00956	0.50002	1.03494	5.06428	0.81122	0.58065	0.02095	0.06278	0.36426	0.46964	0.06182	0.0	0.41211	0.86817	0.08167	0.27198	0.00087	0.02038	0.1154	0.04671	0.03796	0.01626	0.0104	0.74473	0.5257	0.03192	0.0	0.00174	0.3339	1.22295	1.77395	0.23913	0.70508	0.02924	0.0	0.0	0.12165	0.81076	0.00851	1.19681	1.41159	0.12081	0.20402	0.08031	0.1235	0.18677	0.00532	0.33605	0.04523	0.05823	0.0126	0.02493	0.52232	0.27524	1.67606	0.02415	0.00991	0.36069	0.0	0.0	1.53985	0.91241	0.46761	1.10953	0.66612	1.38771	1.14299	1.0286	1.29965	1.12766	0.7218	1.20089	1.25965	0.77512	0.4208	2.36694	0.33989	1.34129	1.33624	0.5435	0.72696	2.61433	0.31727	1.13192	1.45687	0.02973	0.12103	0.08809	0.64029	0.03301	0.1532	0.00321	0.11785	0.32425	0.18579	0.09856
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	0.25407	0.00938	0.15813	0.1433	0.01857	0.0	0.0699	0.17757	0.27145	0.08806	0.08245	0.3779	0.33216	0.05541	0.73336	0.05379	0.16453	0.15962	0.09384	0.07952	0.06268	0.01783	0.06412	0.11487	0.07947	0.34087	0.20302	0.14115	0.20628	0.08231	0.436	0.07361	0.02727	0.04047	0.10454	0.26169	0.30448	0.04885	0.16672	0.08016	0.1711	0.17668	0.16559	0.10392	0.08368	0.22012	0.65166	0.52552	1.15208	0.06303	0.79381	0.42056	0.30855	0.14407	0.38549	0.47542	1.45294	0.05221	0.1554	0.17362	0.29348	0.10041	0.23072	2.20401	0.32271	0.17324	0.1079	0.1571	0.11014	0.45956	0.61361	1.29642	0.02003	0.02075	0.04699	0.33413	0.10831	0.19147	0.08576	0.92563	0.28792	0.14554	0.18442	0.62581	0.02474	0.27495	0.07173	0.12301	0.09282	0.36981	0.09828	0.47352	0.24135	0.12311	0.05176	0.02308	0.07548	0.03405	0.01619	0.08199	0.44916	0.09894	0.06831	0.02767	0.05191	0.06854	0.1891	0.11732	0.09447	0.14106	0.17892	0.13381	0.06332	0.11635	0.09282	0.19291	0.22048	0.36203	0.22771	0.1892	0.14528	0.20899	0.22137	0.07963	0.14563	0.11166	0.9563	0.15913	0.32896	0.11098	0.10676	0.04428	0.68594	0.92725	1.24017	0.87343	0.18193	0.17506	0.08617	0.02128	0.03828	0.23539	0.05013	0.38241	0.14756	0.73612	0.19968	0.1463	0.11776	0.04198	1.7418	0.41231	0.10963	0.0918	0.06188	0.09253
k__Bacteria|p__Actinobacteria|c__Actinomycetia	0.11243	0.08404	0.02816	0.49687	0.07018	1.5449	0.14129	0.19387	0.02546	1.36923	1.91368	15.81954	6.41371	0.0	0.11245	0.01185	0.08022	0.05253	0.08272	0.14623	0.23193	0.0159	0.68273	0.41338	0.01088	0.27783	0.02729	2.48981	6.14697	2.74055	8.12578	1.30934	0.20407	0.49628	0.22623	0.10762	8.27294	0.13859	0.09787	0.17363	0.14187	0.83891	0.47377	0.22007	0.31077	2.49687	0.0	0.11042	0.17547	0.0	0.0	0.00298	0.08898	0.03294	0.11542	0.261	0.26702	0.02125	0.0	0.68148	1.03276	0.06143	0.55358	0.11481	0.32957	0.05561	0.36256	0.81491	1.0906	2.01596	0.38336	1.05869	0.0	0.00296	0.14205	0.45215	0.39106	0.46517	0.12672	19.12971	3.88379	2.43849	6.47768	0.86082	0.08737	0.18935	0.07377	0.1929	0.00431	0.13345	0.01976	0.16465	0.10444	0.39043	0.0	0.5131	0.39522	0.1693	0.0	0.03015	0.23232	0.46508	0.50337	0.14422	0.24454	0.45332	0.95356	0.13225	0.06729	0.10119	0.24329	8.00207	0.02076	0.25969	0.02734	0.26214	0.33687	0.73467	0.67822	0.28015	0.07641	0.0578	0.02925	0.0	0.0	0.03396	0.00584	0.01353	0.00909	0.0	0.0	0.0	0.07209	0.00601	0.00754	0.06642	1.71814	0.1244	0.39121	0.13907	0.00417	0.04784	0.0	0.02398	0.0859	0.61945	0.08424	0.07194	0.10488	0.09998	0.62594	0.73749	0.27681	0.24117	0.15754	0.23272
k__Bacteria|p__Firmicutes|c__CFGB3047	0.06038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00241	0.02902	0.01163	0.0	0.0	0.00957	0.0	0.00166	0.00703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02787	0.0	0.0	0.0	0.0	0.00169	0.0	0.00533	0.01988	0.05469	0.02152	0.0	0.0	0.02555	0.03001	0.0	0.03923	0.0	0.0	0.00225	0.01926	0.0	0.08914	0.0	0.0	0.00315	0.0	0.0	0.0	0.0	0.05442	0.0	0.0	0.0	0.01664	0.02034	0.0	0.0	0.0	0.0	0.0	0.05124	0.0	0.00654	0.01118	0.0	0.0	0.0	0.0	0.03459	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.00082	0.0	0.0	0.0	0.0	0.0	0.01508	0.0	0.0	0.26178	0.01151	0.0	0.00629	0.00618	0.042	0.0	0.01077	0.01266	0.0	0.0	0.0	0.0	0.02311	0.02124	0.00203	0.00159	0.02086	0.00905	0.0	0.0	0.0	0.0	0.01028	0.0	0.0	0.0	0.0	0.0	0.01779	0.0	0.0	0.0	0.0	0.0	0.02597	0.0	0.0	0.0	0.0	0.0	0.01041	0.0	0.0	0.0	0.00742	0.0	0.0	0.0	0.0	0.0	0.0	0.04142	0.0	0.01355	0.0
k__Bacteria|p__Firmicutes|c__Bacilli	0.02993	0.0	0.0	1.25734	0.0	0.0	0.00197	0.00061	0.14998	0.01422	0.03844	0.90761	0.14119	0.05062	0.23281	0.0	0.00969	0.0	0.23731	0.00268	0.01623	0.0	0.01291	0.03747	0.01754	0.0	0.0	0.03954	0.129	0.0578	0.24953	0.0045	0.0	0.0	0.0	0.0	0.16337	0.05365	0.0	0.08154	0.27378	0.37368	0.03027	0.06803	0.07514	0.0	0.05383	0.1038	0.0	0.0	0.0	0.19474	0.0	0.0	0.0	0.0	0.03251	0.00401	0.09217	0.0	0.0	0.0	0.0	0.0	0.00446	0.0	0.82713	0.10369	0.1182	0.71544	0.18589	1.56424	0.0	0.02285	0.0	0.00184	0.00127	0.04829	0.0	0.58896	0.81811	0.64986	0.31508	0.67427	0.04692	0.07303	0.0	0.0	0.03741	0.0108	0.0	0.0	0.0	0.17142	0.0	0.9192	0.24759	0.19615	0.0	0.0	0.22678	0.03805	0.19543	0.0	0.0	0.01171	0.01376	0.09034	0.02511	0.05141	0.00458	0.08101	0.0	0.0	0.0	0.0	0.0	0.00605	0.0044	0.0	0.10177	0.0373	0.09071	0.03918	0.0	0.26734	0.01025	0.00897	0.1073	0.0	0.0	0.00192	0.24176	0.04087	0.0	0.0	0.00438	0.0	0.04991	0.0	0.08367	0.00418	0.0	0.0	0.0	0.1542	0.00175	0.04181	0.00143	0.0	0.3266	0.46026	0.159	0.0	0.06915	0.0
k__Bacteria|p__Firmicutes|c__CFGB38642	0.0256	0.0	0.0	1.701	0.04861	0.0	0.54416	0.57677	0.19816	0.0	0.0	0.0	0.0	0.11019	0.08493	0.0	0.0	0.09245	0.35089	0.03868	0.01456	0.06491	0.07726	2.30037	0.01275	0.0	0.07676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39991	0.3121	0.27193	0.05898	0.59409	1.81961	2.09283	0.60951	0.09618	0.21482	0.12398	0.11468	0.0	0.01554	0.27078	0.11225	0.01777	0.04045	0.02387	0.00243	0.0	0.00933	0.0	0.15807	0.27036	0.19109	2.96095	0.0	0.03685	0.25456	0.0	0.0	0.0	0.10589	0.47864	0.0	0.03314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34442	0.0	0.0	0.0	0.0	0.01242	0.43024	0.58274	0.01089	0.17075	0.0	0.0	0.17196	0.0	0.31925	0.0	0.02402	0.22277	0.05195	0.0	0.00196	0.05439	0.05234	0.0	0.00817	0.0	0.0	0.0	0.0	0.00829	0.1012	0.17392	0.0	0.0	0.0	0.00472	0.0	0.11748	0.23987	0.34076	0.74833	0.01041	0.14881	0.37882	0.00234	0.13047	0.0	0.0	0.0595	1.15965	0.14827	0.06521	0.42259	0.14253	0.26832	0.34136	0.56534	0.05786	0.5398	0.0	0.01518	0.031	0.00277	0.0	0.00163	0.0	0.0	0.55498	0.0064	0.00867	0.0	0.10823	0.24934
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	0.02514	0.02564	0.01565	0.0096	0.0	0.0	0.01177	0.02672	0.03233	0.47724	0.81055	0.05177	0.26193	0.01981	0.5152	0.04056	0.07672	0.03735	0.00276	0.13373	0.0	0.0	0.0	0.01755	0.01413	1.92332	0.19521	0.21617	0.0	0.0	0.09433	0.33303	1.71093	0.01535	0.18096	0.2431	0.2193	0.33336	0.0	0.68811	0.1412	0.16102	0.05786	0.0607	0.15992	0.08485	0.04933	0.80889	0.16097	0.00794	0.07018	0.06725	0.11396	0.0	0.15115	0.11234	0.15139	0.04267	0.18628	0.0129	0.01697	0.06744	0.03441	0.16645	0.07038	0.01565	0.13139	0.02108	0.06303	0.40194	0.00608	0.00159	0.01461	0.01642	0.09556	0.22787	0.06027	0.10676	0.12057	0.79381	0.1023	0.25284	0.19249	0.91715	0.47725	1.07459	0.07667	0.06713	0.02896	0.0445	0.02518	0.0502	0.00654	3.29418	0.02668	0.01274	0.26937	0.02042	0.24442	0.03629	0.14324	0.22534	0.05725	0.22837	0.66347	0.1127	0.1825	0.01853	0.68378	0.01228	0.00216	0.48027	0.05334	0.04716	0.09542	0.07647	0.04234	0.07677	0.09222	0.12235	0.27438	0.03454	0.04051	0.04272	0.05482	0.01902	0.00344	0.0	0.01981	0.05037	0.0	0.00999	0.08174	0.11385	0.44072	0.15918	0.09174	0.07788	0.0	0.07558	0.03753	0.2315	0.19626	0.13143	0.02315	0.02402	0.01941	0.00959	0.00291	0.00191	0.73173	0.86053	0.09977	0.0	0.12746	0.00719
k__Bacteria|p__Firmicutes|c__CFGB3048	0.02115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00369	0.0	0.0	0.0	0.0	0.0	0.01563	0.20571	0.0	0.0	0.05883	0.0	0.0	0.0	0.01138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00096	0.0	0.0	0.0	0.0	0.02647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02933	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00226	0.0	0.0	0.00244	0.0174	0.01362	0.00364	0.06093	0.0018	0.0	0.0	0.0	0.01428	0.0	0.31849	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__CFGB12107	0.00547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02864	0.05404	0.01709	0.0842	0.02737	0.0	0.0	0.0	0.0	0.0	0.0088	0.01189	0.0272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00939	0.0	0.0	0.0	0.0	0.0	0.0	0.00633	0.04101	0.03428	0.18845	0.01615	0.00667	0.00974	0.01869	0.0	0.0	0.10603	0.0	0.0	0.0	0.0	0.02306	0.01842	0.00997	0.04651	0.00963	0.03531	0.01251	0.0	0.01337	0.10101	0.0	0.0	0.0	0.0168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04413	0.0	0.0	0.0	0.0	0.0	0.21202	0.03719	0.0	0.0	0.01732	0.0	0.0	0.0	0.0	0.0	0.00575	0.0201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01906	0.09557	0.0	0.0	0.0	0.0	0.0	0.00841	0.0	0.0451	0.01194	0.02087	0.01853	0.00999	0.0	0.00508	0.03375	0.0	0.04722	0.24174	0.02365	0.01501	0.03325	0.03778	0.00749	0.0	0.0	0.01069	0.02095	0.0	0.0	0.00517	0.00495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	0.00288	0.0	0.0	0.0	0.0	0.0	0.0	0.00936	0.0	0.0	0.0	0.0	0.0	0.0	0.02178	0.0	0.0	0.00086	0.00083	0.00229	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.04076	0.0	0.0	0.0	0.0214	0.00135	0.01134	0.0	0.0	0.0243	0.034	0.0649	0.00109	0.0	0.03978	0.0	0.00911	0.01699	0.03038	0.0	0.0	0.01024	0.09282	0.0	0.03186	0.00992	0.0	0.00207	0.00667	0.0	0.0	0.0	0.11734	0.0	0.02606	0.09115	0.02651	0.0	0.0	0.0	0.03293	0.03318	0.00611	0.06482	0.02021	0.0	0.0	0.0	0.0	0.01517	0.00839	0.32451	0.01832	0.05468	0.0	0.0	0.00855	0.0546	0.0	0.0	0.0	0.03322	0.00489	0.01917	0.0	0.0	0.01662	0.00148	0.0	0.0	0.0	0.0	0.00526	0.0028	0.01488	0.01496	0.16695	0.0	0.0078	0.0	0.0	0.03914	0.03261	0.03635	0.07059	0.0	0.0	0.00354	0.01973	0.0	0.0006	0.00615	0.0014	0.0	0.0048	0.0	0.0	0.0	0.0	0.01367	0.01059	0.0164	0.00095	0.00557	0.0	0.0	0.0	0.02946	0.02749	0.00652	0.03755	0.02443	0.0425	0.0	0.01154	0.00178	0.03873	0.00031	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	66.32874	79.92286	77.0843	55.28447	76.32195	59.07038	60.21882	67.71892	70.79096	43.74613	63.4909	27.11542	38.62069	84.26693	67.38362	55.41278	76.57037	82.89488	81.90366	68.25422	50.74472	58.32396	68.61077	65.10581	81.45602	71.65767	66.34696	46.99747	56.86795	55.8691	32.75078	51.25543	62.26003	85.68387	69.49806	75.43952	48.79009	43.13121	69.84329	61.86098	56.97052	40.44746	40.50128	36.98109	44.58281	28.05499	62.97477	43.04838	63.49128	82.92408	44.50652	64.63392	69.33998	67.1652	56.41151	62.6118	60.46409	77.48416	85.28832	81.6711	66.12104	76.88955	69.16371	35.84663	63.25241	80.91723	69.01358	73.24786	84.34447	71.83686	81.17195	34.99331	83.17575	82.01653	75.2101	64.02121	77.35005	77.1175	78.04489	8.74336	25.03529	44.9343	38.55397	66.01158	85.03134	76.86941	79.96631	83.39608	79.02726	65.431	75.14327	59.35488	80.98125	78.3117	83.47624	74.51533	73.1123	80.62047	79.12209	69.10663	49.07652	59.47293	53.47728	59.37571	57.35882	60.05855	70.30822	77.39547	57.56441	77.45333	81.17099	50.41344	79.77332	83.30345	79.94374	88.75562	69.63209	81.88917	81.01752	87.18171	72.35032	83.51222	74.8938	69.57225	72.28307	75.30656	67.2452	63.68495	64.5079	73.46743	73.80755	79.65767	52.57461	38.67796	72.43403	54.28133	46.1857	58.69358	70.1517	66.48977	84.18886	71.46988	59.55486	69.02453	59.06632	53.87341	70.55803	90.34731	69.37235	80.56108	57.79847	66.78588	50.18065	72.8852	69.00463	63.58942
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	29.38321	17.20713	17.47824	27.92597	13.9093	35.45924	27.72104	27.48042	21.7806	42.42532	23.96581	37.25479	43.5131	13.08597	14.52608	43.24265	21.34726	14.46949	15.34769	25.83325	23.6548	23.02824	23.28804	22.36998	12.12879	20.76525	26.72848	38.04236	29.47429	28.1531	41.32033	36.79767	32.48556	9.53478	23.59175	20.36099	31.25982	48.92832	23.05027	30.28543	39.67516	47.79218	48.26305	53.0277	47.66234	65.55866	32.19806	52.42735	30.44115	11.81933	51.19349	31.79742	23.85575	28.3515	36.14468	31.6467	34.55976	20.72347	7.42787	15.70046	30.04139	16.87832	26.20745	48.82738	33.34675	15.30311	23.11596	20.09688	11.4684	19.09597	14.54842	27.91525	12.78417	16.21949	19.22867	26.57439	14.38787	18.60784	15.31028	57.73234	58.18853	42.39335	40.46769	19.78578	11.75751	14.4327	16.28013	12.49783	18.80579	28.54758	19.54865	37.23553	12.38465	12.43267	11.1587	14.05376	23.20192	16.41971	16.86911	27.16225	44.93557	29.97751	40.36613	35.21947	36.15889	33.0163	19.98408	15.30585	31.32953	9.26581	12.11745	28.2915	16.82868	12.82125	14.62747	8.93053	26.26212	12.12742	14.71478	9.34168	21.51896	13.63164	22.16277	24.21534	25.95356	21.37463	28.25903	33.8114	31.89546	22.95135	24.34609	16.71218	40.60735	57.56601	22.8584	38.9712	46.29019	36.14945	25.22672	28.82987	13.67607	20.87683	38.48685	26.50846	36.48856	36.5171	12.9279	7.44098	22.90207	15.54535	22.87695	23.46948	42.74595	21.43052	24.14721	27.85656
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	2.44483	0.4222	0.71211	0.52272	0.1901	0.0	0.04859	0.99407	3.04236	0.0	0.0	0.0	0.0	1.36783	0.0	0.52501	0.75621	0.75641	0.73475	0.13793	0.07222	0.49161	1.39646	0.24894	4.33703	2.21924	3.10369	0.0	0.0	0.0	0.0	0.0	0.46966	0.22544	0.22931	0.09492	0.0	0.14544	2.1359	0.06264	0.59049	0.44736	0.44038	0.4451	0.19498	0.81935	0.50129	0.90223	0.91166	2.74751	1.21095	0.67809	2.51504	1.49343	2.2905	0.88554	1.33329	0.60255	0.14115	0.38867	0.40364	2.71353	1.55254	1.19247	0.86158	1.50648	1.29844	2.10949	0.39559	0.22635	0.24047	0.01964	0.0	0.41744	0.12548	0.9899	0.15308	0.08545	0.15084	0.0	0.0	0.0	0.0	0.44419	0.64042	2.65793	0.12685	0.18811	0.78345	1.32223	1.10331	0.81923	2.40235	2.07975	1.01437	0.10099	1.39712	0.852	0.0	1.52311	2.01358	0.50816	0.92521	0.60895	0.39275	0.30535	0.0	2.362	0.95965	0.88803	0.0	0.0	1.70563	1.41213	1.80886	0.13162	0.06348	0.27525	0.0781	0.1409	2.67564	0.68881	0.86122	2.34713	0.5066	0.85488	1.0898	0.63536	0.92287	1.17249	0.55806	1.35386	1.6518	1.0141	1.97943	1.62832	1.80957	1.26399	0.68464	0.73983	0.60834	2.33649	0.30919	1.18008	1.02918	0.0	0.0959	0.02003	0.37253	0.13071	0.02063	0.33413	0.73147	0.83542	0.31332	2.14713
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.65178	0.3447	1.70966	1.13155	1.76593	0.90182	1.45103	0.71996	2.29897	3.67847	2.94356	5.48072	3.80213	0.42759	2.36531	0.14545	0.36059	0.26817	0.20682	1.67332	1.47762	1.73389	2.61003	2.06736	0.56357	2.36417	1.69439	4.21737	4.36492	3.37125	7.40282	1.94263	0.6787	0.24845	1.36178	0.90978	3.8188	1.61819	1.81408	2.00814	0.33408	2.03979	1.7254	1.80404	3.12802	1.66005	0.61295	0.33965	0.30151	1.34004	0.7939	0.34266	1.79707	0.58006	2.13298	0.36322	0.56907	0.2592	1.6904	0.63707	0.34584	1.41437	0.43554	2.33443	0.50648	0.53737	1.19772	2.4713	0.09993	0.1085	0.80968	0.31873	1.30775	0.22943	0.18259	0.98548	0.60831	0.30068	0.29166	6.50634	3.21567	2.71943	5.44914	0.29858	1.22335	0.75645	0.62263	0.32619	0.36563	1.3064	1.01292	0.86991	1.43401	1.13509	4.02747	2.93704	1.0453	0.22411	1.03695	0.59015	0.56174	2.34876	1.87117	1.87871	1.44812	2.11318	0.0566	1.24903	1.60193	0.24322	2.26655	3.25792	0.53646	0.9421	0.82691	0.2134	0.29443	0.37263	0.47283	0.12908	0.72064	0.30687	0.27312	0.80899	0.16898	0.22209	0.57853	0.53227	0.45459	0.73809	0.31909	0.72001	0.69355	0.34522	0.40942	0.35081	2.49761	1.24569	1.05566	1.7649	0.38934	0.89299	0.82899	0.83329	1.17403	1.54513	1.4945	0.59733	0.67981	0.72422	0.32813	0.55369	2.83452	1.95624	1.89258	2.33737
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0.28498	0.0	1.41555	0.11829	0.35995	0.0	0.15947	0.20482	0.6561	2.10254	0.42032	1.43757	2.04703	0.1813	0.02806	0.04029	0.05814	0.12033	0.08143	0.09254	0.13046	0.64463	0.45663	0.04788	0.71284	0.13741	0.70503	1.94892	1.03679	1.10507	2.00862	0.9452	0.05689	0.25627	0.23775	0.15829	0.35696	0.19329	1.12918	0.22317	0.07039	0.42745	0.14516	0.05591	0.12804	0.21376	0.09857	0.06137	0.12824	0.13161	0.09166	0.07352	0.4409	0.14964	0.11765	0.09176	0.03397	0.04481	0.03236	0.06836	0.12201	0.81523	0.34885	0.35056	0.08368	0.46548	0.30664	0.0	0.07218	0.06357	0.09272	0.05392	0.0	0.03191	0.01853	0.24667	0.16675	0.07999	0.17591	1.9956	2.64628	1.33657	2.53676	0.54524	0.00265	0.11605	0.20263	0.08069	0.11156	0.35062	0.25189	0.36068	1.12371	0.0	0.02567	0.11845	0.05558	0.05985	0.0	0.17511	0.14124	0.2741	0.02552	0.15796	0.21181	0.16971	0.07957	0.57724	0.14845	0.27063	0.19212	1.26713	0.38378	0.45596	0.50979	0.10529	0.05173	0.11903	0.08157	0.05626	0.40247	0.11363	0.07879	0.43028	0.07997	0.07214	0.20465	0.06714	0.10667	0.2541	0.11396	0.17564	0.13635	0.13331	0.08657	0.07068	0.41585	0.34876	0.49612	0.67878	0.1069	0.2809	0.05381	0.18773	0.30612	0.46259	0.1818	0.0807	0.51376	0.79205	0.16349	0.63217	0.09552	0.13031	0.35407	0.33411
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.27956	0.05432	0.48253	0.21593	0.34856	0.0	0.27255	1.30839	0.68058	0.02041	0.04961	0.05233	0.05436	0.25433	0.37546	0.41614	0.44953	0.7327	0.67162	0.22356	0.47505	0.15223	0.05826	0.13677	0.31369	0.24465	0.59772	0.03431	0.02506	0.01352	0.05146	0.06754	0.07886	0.0	0.04106	0.01842	0.0851	0.0939	0.72823	0.10912	1.2774	0.32292	0.22331	0.10277	0.07394	0.21945	2.22893	1.20642	2.3222	0.95031	0.94902	1.36037	1.15879	1.96726	2.02352	2.91637	0.67702	0.68673	0.00455	0.00876	1.00956	0.50002	1.03494	5.06428	0.81122	0.58065	0.02095	0.06278	0.36426	0.46964	0.06182	0.0	0.41211	0.86817	0.08167	0.27198	0.00087	0.02038	0.1154	0.04671	0.03796	0.01626	0.0104	0.74473	0.5257	0.03192	0.0	0.00174	0.3339	1.22295	1.77395	0.23913	0.70508	0.02924	0.0	0.0	0.12165	0.81076	0.00851	1.19681	1.41159	0.12081	0.20402	0.08031	0.1235	0.18677	0.00532	0.33605	0.04523	0.05823	0.0126	0.02493	0.52232	0.27524	1.67606	0.02415	0.00991	0.36069	0.0	0.0	1.53985	0.91241	0.46761	1.10953	0.66612	1.38771	1.14299	1.0286	1.29965	1.12766	0.7218	1.20089	1.25965	0.77512	0.4208	2.36694	0.33989	1.34129	1.33624	0.5435	0.72696	2.61433	0.31727	1.13192	1.45687	0.02973	0.12103	0.08809	0.64029	0.03301	0.1532	0.00321	0.11785	0.32425	0.18579	0.09856
